Timestamp,AMZN,k_period_min,k_period_max,Stoch_K,Stoch_D,SMA_Fast,SMA_Slow,stoch_oscl_exit,stoch_oscl_signal,Overbought,Oversold,AMZN_position,AMZN_entry_exit_position,AMZN_portfolio_holdings,AMZN_portfolio_cash,AMZN_portfolio_total,AMZN_portfolio_daily_returns,AMZN_portfolio_cumulative_returns
2021-09-29 13:36:00+00:00,3323.365,3319.0001,3329.01,43.605830228069934,18.49381226511976,3323.9385200000006,3324.5554333333334,0,1,94,25,500,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 13:37:00+00:00,3324.24,3319.0001,3329.01,52.34717629546321,22.82912316447172,3323.72052,3324.373766666667,0,1,94,25,500,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 13:38:00+00:00,3322.71,3319.0001,3329.01,37.06230831476666,28.123738638009815,3323.3915199999997,3323.861266666667,0,1,94,25,500,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 13:39:00+00:00,3326.27,3319.0001,3329.0,72.69972699726924,37.14105048600503,3323.51852,3323.8487666666665,0,1,94,25,500,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 13:40:00+00:00,3324.87,3319.0001,3329.0,58.69958699586804,45.52670577112904,3323.35152,3323.7546,0,1,94,25,500,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 13:41:00+00:00,3321.54,3319.0001,3328.86,25.759896144989103,46.59627759327917,3323.08852,3323.466266666667,0,1,94,25,500,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 13:42:00+00:00,3321.5,3319.0001,3328.86,25.35421251736647,45.07553392768466,3322.7465199999997,3323.0462666666667,0,1,94,25,500,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 13:43:00+00:00,3320.8,3319.0001,3326.54,23.8716693855361,42.256368093036976,3322.92651,3322.7654333333335,0,1,94,25,500,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 13:44:00+00:00,3321.29,3319.0001,3326.54,30.370429316036468,39.11683281026173,3322.9545,3322.462933333333,0,1,94,25,500,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 13:45:00+00:00,3323.2,3319.0001,3326.54,55.70233026962889,41.77969308952776,3322.9785,3322.812925,0,1,94,25,500,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 13:46:00+00:00,3324.07,3319.0001,3326.54,67.24094484011886,40.99986706707771,3323.049,3323.067916666667,-1,0,94,25,0,-500.0,-1662035.0,2662035.0,1000000.0,0.0,0.0
2021-09-29 13:47:00+00:00,3325.63,3319.0001,3326.27,91.19657766957053,45.642294306178066,3323.1880000000006,3323.2904166666667,0,0,94,25,0,0.0,-1662815.0,2662035.0,999220.0,-0.0007800000000000029,-0.0007800000000000029
2021-09-29 13:48:00+00:00,3332.83,3319.0001,3332.83,100.0,56.248023428322476,3324.2,3324.0791666666664,1,1,94,25,500,500.0,0.0,995620.0,995620.0,-0.0036028101919497457,-0.0043800000000000505
2021-09-29 13:49:00+00:00,3339.85,3319.0001,3339.85,100.0,66.91170735441298,3325.558,3325.3799999999997,0,1,94,25,500,0.0,0.0,995620.0,995620.0,0.0,-0.0043800000000000505
2021-09-29 13:50:00+00:00,3336.0,3320.8,3339.85,79.79002624671935,74.90004404886773,3326.671,3326.4874999999997,0,1,94,25,500,0.0,0.0,995620.0,995620.0,0.0,-0.0043800000000000505
2021-09-29 13:51:00+00:00,3337.55,3320.8,3339.85,87.92650918635296,83.12234117319865,3328.272,3327.4275000000002,0,1,94,25,500,0.0,0.0,995620.0,995620.0,0.0,-0.0043800000000000505
2021-09-29 13:52:00+00:00,3338.98,3320.8,3339.85,95.43307086614224,88.79816125841485,3330.0199999999995,3328.603333333333,0,1,94,25,500,0.0,0.0,995620.0,995620.0,0.0,-0.0043800000000000505
2021-09-29 13:53:00+00:00,3339.787,3320.8,3339.85,99.66929133858213,93.43078218676673,3331.9186999999997,3330.123916666667,0,1,94,25,500,0.0,0.0,995620.0,995620.0,0.0,-0.0043800000000000505
2021-09-29 13:54:00+00:00,3341.8201,3320.8,3341.8201,100.0,94.68841394825667,3333.9717100000003,3331.817258333333,-1,0,94,25,0,-500.0,-1670910.05,2666530.05,995619.9999999998,-2.220446049250313e-16,-0.0043800000000002726
2021-09-29 13:55:00+00:00,3343.5,3320.8,3343.5,100.0,94.68841394825667,3336.0017100000005,3333.7089250000004,0,0,94,25,0,0.0,-1671750.0,2666530.05,994780.0499999998,-0.0008436451658262456,-0.005219950000000195
2021-09-29 13:56:00+00:00,3340.47,3320.8,3343.5,86.65198237885365,92.7815542880929,3337.64171,3335.3072583333337,0,0,94,25,0,0.0,-1670235.0,2666530.05,996295.0499999998,0.0015229497213982146,-0.003704950000000151
2021-09-29 13:57:00+00:00,3339.1903,3320.8,3343.5,81.01453744493467,92.95648445926653,3338.9977400000002,3336.6397833333335,0,0,94,25,0,0.0,-1669595.1500000001,2666530.05,996934.8999999997,0.0006422294279189167,-0.003065100000000154
2021-09-29 13:58:00+00:00,3338.15,3320.8,3343.5,76.43171806167423,91.31437144145528,3339.5297399999995,3337.8131166666662,0,0,94,25,0,0.0,-1669075.0,2666530.05,997455.0499999998,0.0005217492135145552,-0.0025449499999999903
2021-09-29 13:59:00+00:00,3337.65,3320.8,3343.5,74.22907488986804,88.2852291591304,3339.3097399999997,3338.8147833333333,0,0,94,25,0,0.0,-1668825.0,2666530.05,997705.0499999998,0.00025063786082379913,-0.002294950000000129
2021-09-29 14:00:00+00:00,3344.38,3321.29,3344.38,100.0,88.33247325361866,3340.1477400000003,3339.7772833333333,0,0,94,25,0,0.0,-1672190.0,2666530.05,994340.0499999998,-0.0033727402702833365,-0.005659950000000191
2021-09-29 14:01:00+00:00,3339.2,3323.2,3344.38,75.54296506137761,84.83861111952974,3340.31274,3339.7231166666666,0,0,94,25,0,0.0,-1669600.0,2666530.05,996930.0499999998,0.002604742713521402,-0.00306995000000021
2021-09-29 14:02:00+00:00,3338.99,3324.07,3344.38,73.46134908911698,81.04737527511789,3340.31374,3339.972283333333,0,0,94,25,0,0.0,-1669495.0,2666530.05,997035.0499999998,0.00010532333737955923,-0.0029649500000001883
2021-09-29 14:03:00+00:00,3340.65,3325.63,3344.38,80.10666666666657,80.11233017337688,3340.4000400000004,3340.2306166666663,0,0,94,25,0,0.0,-1670325.0,2666530.05,996205.0499999998,-0.0008324682266687145,-0.0037949500000001857
2021-09-29 14:04:00+00:00,3341.65,3332.83,3344.38,76.36363636363657,79.44791573319142,3340.38303,3340.453116666667,0,0,94,25,0,0.0,-1670825.0,2666530.05,995705.0499999998,-0.0005019047032536195,-0.004294950000000242
2021-09-29 14:05:00+00:00,3337.775,3336.0,3344.38,21.181384248210833,71.55501090269665,3339.81053,3340.28545,0,0,94,25,0,0.0,-1668887.5,2666530.05,997642.5499999998,0.0019458573600685813,-0.0023574500000003162
2021-09-29 14:06:00+00:00,3338.0,3336.0,3344.38,23.866348448687038,64.36033569681366,3339.5635300000004,3339.9671083333337,0,0,94,25,0,0.0,-1669000.0,2666530.05,997530.0499999998,-0.00011276583982910982,-0.002469950000000276
2021-09-29 14:07:00+00:00,3338.68,3337.55,3344.38,16.54465592971693,52.438143686773216,3339.5125,3339.565441666667,0,0,94,25,0,0.0,-1669340.0,2666530.05,997190.0499999998,-0.00034084186235794345,-0.002809950000000283
2021-09-29 14:08:00+00:00,3339.02,3337.65,3344.38,20.35661218424795,44.554378990040405,3339.5995000000003,3339.4446083333332,1,1,94,25,500,500.0,0.0,997020.05,997020.05,-0.0001704790375713916,-0.0029799500000000645
2021-09-29 14:09:00+00:00,3343.1732,3337.65,3344.38,82.06835066864893,45.783950644259264,3340.15182,3339.7765166666663,0,1,94,25,500,0.0,0.0,997020.05,997020.05,0.0,-0.0029799500000000645
2021-09-29 14:10:00+00:00,3342.88,3337.65,3344.38,77.71173848439827,45.44181804679236,3340.00182,3340.1706833333337,-1,0,94,25,0,-500.0,-1671440.0,2668460.05,997020.0499999998,-2.220446049250313e-16,-0.0029799500000002865
2021-09-29 14:11:00+00:00,3337.35,3337.35,3344.38,0.0,34.53272713770142,3339.81682,3340.1456833333336,0,0,94,25,0,0.0,-1668675.0,2668460.05,999785.0499999998,0.002773264188618896,-0.0002149500000002691
2021-09-29 14:12:00+00:00,3338.85,3337.35,3344.38,21.337126600283888,34.554976045140435,3339.80282,3339.6848499999996,1,1,94,25,500,500.0,0.0,999035.05,999035.05,-0.0007501612471598751,-0.0009649500000000755
2021-09-29 14:13:00+00:00,3336.1,3336.1,3344.38,0.0,31.145497695327997,3339.34782,3339.4265166666664,-1,0,94,25,0,-500.0,-1668050.0,2667085.05,999035.0499999998,-2.220446049250313e-16,-0.0009649500000002975
2021-09-29 14:14:00+00:00,3337.72,3336.1,3344.38,19.565217391302557,31.577006475554516,3338.95482,3339.3206833333334,0,0,94,25,0,0.0,-1668860.0,2667085.05,998225.0499999998,-0.0008107823644425416,-0.001774950000000275
2021-09-29 14:15:00+00:00,3338.0,3336.1,3344.38,22.946859903382187,31.947041864002262,3338.9773200000004,3339.09985,0,0,94,25,0,0.0,-1669000.0,2667085.05,998085.0499999998,-0.00014024893484687606,-0.0019149500000001929
2021-09-29 14:16:00+00:00,3338.13,3336.1,3344.38,24.51690821256221,23.725407227418447,3338.99032,3338.806516666667,1,1,94,25,500,500.0,0.0,998020.05,998020.05,-6.512471056430158e-05,-0.0019799499999999526
2021-09-29 14:17:00+00:00,3337.9,3336.1,3343.1732,25.448170559295836,16.259183238118094,3338.9123200000004,3338.816933333333,0,1,94,25,500,0.0,0.0,998020.05,998020.05,0.0,-0.0019799499999999526
2021-09-29 14:18:00+00:00,3338.57,3336.1,3343.1732,34.92054515636714,21.247832546170546,3338.86732,3338.8644333333327,0,1,94,25,500,0.0,0.0,998020.05,998020.05,0.0,-0.0019799499999999526
2021-09-29 14:19:00+00:00,3340.8214,3336.1,3343.1732,66.75055137702486,27.735464657133544,3338.63214,3339.042883333333,-1,0,94,25,0,-500.0,-1670410.7,2668430.75,998020.05,0.0,-0.0019799499999999526
2021-09-29 14:20:00+00:00,3345.22,3336.1,3345.22,100.0,42.02117894284783,3338.8661399999996,3339.55955,0,0,94,25,0,0.0,-1672610.0,2668430.75,995820.75,-0.002203663142839707,-0.004179249999999968
2021-09-29 14:21:00+00:00,3349.0,3336.1,3349.0,100.0,53.51186217266176,3340.03114,3340.0451166666667,0,0,94,25,0,0.0,-1674500.0,2668430.75,993930.75,-0.0018979319320269195,-0.006069249999999915
2021-09-29 14:22:00+00:00,3347.97,3336.1,3349.0,92.0155038759675,63.37881131160251,3340.9431400000003,3340.4692833333334,1,1,94,25,500,500.0,0.0,994445.75,994445.75,0.0005181447500239855,-0.005554249999999983
2021-09-29 14:23:00+00:00,3347.3,3336.1,3349.0,86.8217054263581,72.27949662785906,3342.0631399999997,3341.2984500000002,0,1,94,25,500,0.0,0.0,994445.75,994445.75,0.0,-0.005554249999999983
2021-09-29 14:24:00+00:00,3347.11,3336.1,3349.0,85.34883720930341,80.83673472071727,3343.0021399999996,3341.9867833333337,0,1,94,25,500,0.0,0.0,994445.75,994445.75,0.0,-0.005554249999999983
2021-09-29 14:25:00+00:00,3347.7303,3336.1,3349.0,90.15736434108666,88.72770888996294,3343.97517,3342.9559750000003,0,1,94,25,500,0.0,0.0,994445.75,994445.75,0.0,-0.005554249999999983
2021-09-29 14:26:00+00:00,3349.1,3336.1,3349.1,100.0,93.47763012181653,3345.0721700000004,3343.904308333333,0,1,94,25,500,0.0,0.0,994445.75,994445.75,0.0,-0.005554249999999983
2021-09-29 14:27:00+00:00,3347.47,3336.1,3349.1,87.46153846153763,91.68642133060762,3346.0291700000002,3344.693475,0,1,94,25,500,0.0,0.0,994445.75,994445.75,0.0,-0.005554249999999983
2021-09-29 14:28:00+00:00,3348.235,3336.1,3349.1,93.34615384615552,90.73587188005841,3346.9956700000002,3345.535558333333,0,1,94,25,500,0.0,0.0,994445.75,994445.75,0.0,-0.005554249999999983
2021-09-29 14:29:00+00:00,3342.1,3336.1,3349.1,46.15384615384615,84.18420649118391,3347.12353,3345.8855583333334,0,1,94,25,500,0.0,0.0,994445.75,994445.75,0.0,-0.005554249999999983
2021-09-29 14:30:00+00:00,3339.91,3337.72,3349.1,19.244288224956357,74.53028974812653,3346.5925300000004,3345.9972250000005,0,1,94,25,500,0.0,0.0,994445.75,994445.75,0.0,-0.005554249999999983
2021-09-29 14:31:00+00:00,3334.2,3334.2,3349.1,0.0,62.33759871822605,3345.11253,3345.4454416666667,-1,0,94,25,0,-500.0,-1667100.0,2661545.75,994445.75,0.0,-0.005554249999999983
2021-09-29 14:32:00+00:00,3330.5237,3330.5237,3349.1,0.0,49.45797524092795,3343.3678999999997,3344.22075,0,0,94,25,0,0.0,-1665261.85,2661545.75,996283.8999999999,0.0018484165677212783,-0.0037161
2021-09-29 14:33:00+00:00,3331.88,3330.5237,3349.1,7.301238675085672,36.21529505165448,3341.8259,3342.7940833333337,0,0,94,25,0,0.0,-1665940.0,2661545.75,995605.75,-0.0006806794729894428,-0.004394249999999822
2021-09-29 14:34:00+00:00,3334.66,3330.5237,3349.1,22.266543929629297,26.901724404238998,3340.5809,3341.6849166666666,0,0,94,25,0,0.0,-1667330.0,2661545.75,994215.75,-0.0013961349660747135,-0.005784249999999824
2021-09-29 14:35:00+00:00,3337.765,3330.5237,3349.1,38.98139026609062,19.135329607086874,3339.5843699999996,3340.890333333333,0,0,94,25,0,0.0,-1668882.5,2661545.75,992663.25,-0.0015615322931668008,-0.007336749999999892
2021-09-29 14:36:00+00:00,3334.31,3330.5237,3349.1,20.38242276448923,15.453697694321596,3338.1053699999998,3339.8236666666667,0,0,94,25,0,0.0,-1667155.0,2661545.75,994390.75,0.0017402679105931185,-0.005609249999999788
2021-09-29 14:37:00+00:00,3332.93,3330.5237,3349.1,12.953602170505874,14.555028257971529,3336.6513700000005,3338.5903083333337,1,1,94,25,500,500.0,0.0,995080.75,995080.75,0.0006938922149064553,-0.00491924999999982
2021-09-29 14:38:00+00:00,3335.25,3330.5237,3349.1,25.442633893724164,18.189690242789265,3335.35287,3337.436141666667,0,1,94,25,500,0.0,0.0,995080.75,995080.75,0.0,-0.00491924999999982
2021-09-29 14:39:00+00:00,3333.48,3330.5237,3349.1,15.914364001442014,20.46317081442384,3334.49087,3336.270308333333,0,1,94,25,500,0.0,0.0,995080.75,995080.75,0.0,-0.00491924999999982
2021-09-29 14:40:00+00:00,3337.0,3330.5237,3349.1,34.86323971942695,24.400599535044023,3334.1998699999995,3335.3340583333334,0,1,94,25,500,0.0,0.0,995080.75,995080.75,0.0,-0.00491924999999982
2021-09-29 14:41:00+00:00,3335.425,3330.5237,3349.1,26.38469447629542,24.98890675599632,3334.3223700000003,3334.7778083333337,0,1,94,25,500,0.0,0.0,995080.75,995080.75,0.0,-0.00491924999999982
2021-09-29 14:42:00+00:00,3335.03,3330.5237,3349.1,24.258329161351174,22.88561231246212,3334.7729999999997,3334.3711416666665,0,1,94,25,500,0.0,0.0,995080.75,995080.75,0.0,-0.00491924999999982
2021-09-29 14:43:00+00:00,3337.345,3330.5237,3348.235,38.51383015362867,25.475813368053462,3335.3195,3334.633225,0,1,94,25,500,0.0,0.0,995080.75,995080.75,0.0,-0.00491924999999982
2021-09-29 14:44:00+00:00,3337.94,3330.5237,3348.235,41.8732673490929,29.607194107851615,3335.6475,3335.25125,0,1,94,25,500,0.0,0.0,995080.75,995080.75,0.0,-0.00491924999999982
2021-09-29 14:45:00+00:00,3335.45,3330.5237,3342.1,42.555047813202385,32.05182466777707,3335.4159999999997,3335.54875,-1,0,94,25,0,-500.0,-1667725.0,2662805.75,995080.75,0.0,-0.00491924999999982
2021-09-29 14:46:00+00:00,3335.315,3330.5237,3339.91,51.04567294887268,37.070583088838596,3335.5165,3335.603333333334,0,0,94,25,0,0.0,-1667657.5,2662805.75,995148.25,6.783369088392277e-05,-0.0048517499999998215
2021-09-29 14:47:00+00:00,3338.91,3330.5237,3338.91,100.0,46.375834557491885,3336.1145000000006,3335.69875,1,1,94,25,500,500.0,0.0,993350.75,993350.75,-0.0018062635391259407,-0.006649249999999829
2021-09-29 14:48:00+00:00,3343.0,3330.5237,3343.0,100.0,56.892306775163966,3336.8895,3336.4229166666664,0,1,94,25,500,0.0,0.0,993350.75,993350.75,0.0,-0.006649249999999829
2021-09-29 14:49:00+00:00,3344.585,3331.88,3344.585,100.0,67.71254546639952,3338.0,3337.3941666666665,0,1,94,25,500,0.0,0.0,993350.75,993350.75,0.0,-0.006649249999999829
2021-09-29 14:50:00+00:00,3346.317,3332.93,3346.317,100.0,76.49628401588113,3338.9317,3338.3164166666666,0,1,94,25,500,0.0,0.0,993350.75,993350.75,0.0,-0.006649249999999829
2021-09-29 14:51:00+00:00,3343.87,3332.93,3346.317,81.72107268245249,82.18882763493251,3339.7761999999993,3339.18225,0,1,94,25,500,0.0,0.0,993350.75,993350.75,0.0,-0.006649249999999829
2021-09-29 14:52:00+00:00,3343.35,3332.93,3346.317,77.836707253305,87.2290646978043,3340.6082,3339.711416666667,0,1,94,25,500,0.0,0.0,993350.75,993350.75,0.0,-0.006649249999999829
2021-09-29 14:53:00+00:00,3343.92,3332.93,3346.317,82.09456935833343,91.66462132772729,3341.2657,3340.4193333333333,0,1,94,25,500,0.0,0.0,993350.75,993350.75,0.0,-0.006649249999999829
2021-09-29 14:54:00+00:00,3344.46,3333.48,3346.317,85.53400327179268,89.59805036655482,3341.9176999999995,3341.2051666666666,0,1,94,25,500,0.0,0.0,993350.75,993350.75,0.0,-0.006649249999999829
2021-09-29 14:55:00+00:00,3341.8,3333.48,3346.317,64.8126509309042,84.57128621382684,3342.5527,3341.576416666667,0,1,94,25,500,0.0,0.0,993350.75,993350.75,0.0,-0.006649249999999829
2021-09-29 14:56:00+00:00,3341.5149,3335.03,3346.317,57.45459378045571,78.49337103960622,3343.1726900000003,3341.8743249999993,0,1,94,25,500,0.0,0.0,993350.75,993350.75,0.0,-0.006649249999999829
2021-09-29 14:57:00+00:00,3340.2,3335.03,3346.317,45.80490830158329,70.75121508268954,3343.3016900000002,3342.2701583333333,0,1,94,25,500,0.0,0.0,993350.75,993350.75,0.0,-0.006649249999999829
2021-09-29 14:58:00+00:00,3341.7304,3335.03,3346.317,59.36386993886623,67.55732897646293,3343.17473,3342.804775,0,1,94,25,500,0.0,0.0,993350.75,993350.75,0.0,-0.006649249999999829
2021-09-29 14:59:00+00:00,3342.9193,3335.315,3346.317,69.11743319396473,66.3117183965572,3343.0081600000003,3343.138883333333,-1,0,94,25,0,-500.0,-1671459.65,2664810.4,993350.75,0.0,-0.006649249999999829
2021-09-29 15:00:00+00:00,3344.008,3335.315,3346.317,79.01290674422644,65.87148088025619,3342.77726,3343.2228833333334,0,0,94,25,0,0.0,-1672004.0,2664810.4,992806.3999999999,-0.0005479937474252017,-0.007193599999999911
2021-09-29 15:01:00+00:00,3342.8758,3335.315,3346.317,68.7220505362641,63.469773346609244,3342.6778399999994,3343.08045,0,0,94,25,0,0.0,-1671437.9,2664810.4,993372.5,0.0005702018036950474,-0.006627499999999897
2021-09-29 15:02:00+00:00,3339.17,3335.315,3346.317,35.039083802945235,59.216406614043684,3342.25984,3342.484866666666,0,0,94,25,0,0.0,-1669585.0,2664810.4,995225.3999999999,0.0018652620240644513,-0.004774599999999962
2021-09-29 15:03:00+00:00,3340.68,3338.91,3346.317,23.896314297285613,54.422366687876526,3341.9358399999996,3342.2190333333333,0,0,94,25,0,0.0,-1670340.0,2664810.4,994470.3999999999,-0.0007586221171606011,-0.005529600000000023
2021-09-29 15:04:00+00:00,3339.84,3339.17,3346.317,9.374562753604014,49.218031609593766,3341.47384,3341.9265333333333,0,0,94,25,0,0.0,-1669920.0,2664810.4,994890.3999999999,0.00042233534552660323,-0.0051096000000000474
2021-09-29 15:05:00+00:00,3341.77,3339.17,3346.317,36.3789002378611,45.93446450945017,3341.4708400000004,3341.7473666666665,0,0,94,25,0,0.0,-1670885.0,2664810.4,993925.3999999999,-0.00096995608762529,-0.006074600000000041
2021-09-29 15:06:00+00:00,3341.935,3339.17,3346.317,38.68756121449417,41.58733994095439,3341.51285,3341.5369499999997,0,0,94,25,0,0.0,-1670967.5,2664810.4,993842.8999999999,-8.300421741913588e-05,-0.0061571000000000264
2021-09-29 15:07:00+00:00,3339.83,3339.17,3344.46,12.476370510394311,32.08212047897837,3341.4758500000003,3341.372783333333,1,1,94,25,500,500.0,0.0,994895.3999999999,994895.3999999999,0.0010590204950902127,-0.005104600000000126
2021-09-29 15:08:00+00:00,3337.7565,3337.7565,3344.46,0.0,22.26468468808349,3341.0784599999997,3341.0595833333336,0,1,94,25,500,0.0,0.0,994895.3999999999,994895.3999999999,0.0,-0.005104600000000126
2021-09-29 15:09:00+00:00,3341.46,3337.7565,3344.46,55.24725889460781,25.15156684403529,3340.9325299999996,3341.164583333333,-1,0,94,25,0,-500.0,-1670730.0,2665625.4,994895.3999999999,0.0,-0.005104600000000126
2021-09-29 15:10:00+00:00,3340.42,3337.7565,3344.46,39.732975311405724,27.413946988909593,3340.57373,3341.055383333333,0,0,94,25,0,0.0,-1670210.0,2665625.4,995415.3999999999,0.0005226680111296567,-0.00458460000000005
2021-09-29 15:11:00+00:00,3342.6583,3337.7565,3344.008,78.4099816044183,37.27614968188306,3340.55198,3341.033633333333,0,0,94,25,0,0.0,-1671329.1500000001,2665625.4,994296.2499999998,-0.0011243044863482599,-0.0057037500000002295
2021-09-29 15:12:00+00:00,3340.64,3337.7565,3344.008,46.12493001679567,38.66843965030229,3340.69898,3340.752966666667,0,0,94,25,0,0.0,-1670320.0,2665625.4,995305.3999999999,0.0010149389580822454,-0.004694600000000104
2021-09-29 15:13:00+00:00,3339.975,3337.7565,3344.008,35.48748300407905,38.21128562024298,3340.6284800000003,3340.511233333333,1,1,94,25,500,500.0,0.0,995637.8999999999,995637.8999999999,0.0003340683171215719,-0.004362100000000146
2021-09-29 15:14:00+00:00,3340.92,3337.7565,3344.008,50.603855074785066,43.658069129441664,3340.7364800000005,3340.6570666666667,0,1,94,25,500,0.0,0.0,995637.8999999999,995637.8999999999,0.0,-0.004362100000000146
2021-09-29 15:15:00+00:00,3338.68,3337.7565,3344.008,14.772454610891758,45.768419788140484,3340.42748,3340.4904,-1,0,94,25,0,-500.0,-1669340.0,2664977.9,995637.8999999999,0.0,-0.004362100000000146
2021-09-29 15:16:00+00:00,3339.87,3337.7565,3344.008,33.80788610733394,42.70565224710136,3340.2209799999996,3340.4928999999997,0,0,94,25,0,0.0,-1669935.0,2664977.9,995042.8999999999,-0.0005976068207126373,-0.004957100000000159
